familyid,memberid,status
33826818,156960324,Removed
33826818,156960038,Removed
33826913,156960419,Removed
33826913,156961030,Removed
33826913,156961392,Removed
33826923,156961430,Removed
33826923,156962404,Removed
33826923,156960935,Removed
33826923,156960573,Removed
33827058,156961046,Removed
33827058,156961259,Removed
33827058,156961562,Removed
33827058,156962034,Removed
33827232,156962170,Removed
33827232,156961983,Removed
33827232,156962544,Removed
33827581,156962934,Removed
33827581,156963105,Removed
33827643,156963545,Removed
33827643,156963873,Removed
33827789,156963960,Removed
33827789,156964141,Removed
33827789,156964327,Removed
33827789,156964501,Removed
33827789,156963792,Removed
33828006,156964653,Removed
33828006,156965098,Removed
33828006,156965369,Removed
33828010,156964728,Removed
33828010,156964949,Removed
33829097,156966243,Removed
33829097,156967092,Removed
33829097,156967455,Removed
33829097,156968025,Removed
33829097,156968991,Removed
33829127,156978937,Removed
33829127,156979757,Removed
33829127,156966342,Removed
33829133,156966339,Removed
33829133,156983840,Removed
33829133,156984523,Removed
33829133,156982636,Removed
33829133,156983019,Removed
33829133,156983437,Removed
33832121,156979962,Removed
33832121,156979068,Removed
33832121,156979298,Removed
33832121,156979733,Removed
33832450,156980595,Removed
33832450,156981509,Removed
33832450,156981848,Removed
33832450,156982548,Removed
33832473,156981565,Removed
33832473,156980618,Removed
33832473,156981000,Removed
33832473,156981187,Removed
33832833,156982080,Removed
33832833,156982318,Removed
33832833,156982582,Removed
33833066,156983145,Removed
33833066,156983386,Removed
33833066,156983657,Removed
33833119,156984295,Removed
33833119,156984691,Removed
33833119,156983635,Removed
33833119,156986195,Removed
33833119,156985308,Removed
33833119,156987115,Removed
33833328,156985407,Removed
33833328,156984995,Removed
33833328,156984689,Removed
33833328,156984418,Removed
33833565,156985767,Removed
33833565,156985372,Removed
33833565,156987287,Removed
33833565,156987555,Removed
33833565,156986235,Removed
33833565,156986843,Removed
33834196,156987988,Removed
33834196,156989195,Removed
33834196,156989538,Removed
33834196,156990597,Removed
33837750,157002717,Removed
33837750,157002997,Removed
33837750,157003581,Removed
33837750,157004119,Removed
33837750,157005060,Removed
33840496,157014266,Removed
33840496,157014641,Removed
33840496,157014879,Removed
33840496,197211498,Removed
33911517,157672370,Removed
33911517,157672509,Removed
33913507,157660511,Removed
33913507,157660665,Removed
33913507,157661834,Removed
33913507,194091969,Removed
33914396,157625523,Removed
33914396,157625740,Removed
33914771,157676644,Removed
33914771,157676886,Removed
33914771,157677202,Removed
33916425,157539617,Removed
33916425,157539730,Removed
33917395,157543112,Removed
33917395,157543182,Removed
33917395,157543398,Removed
33917395,157543478,Removed
33917395,157543550,Removed
33918385,157653480,Removed
33918385,157653611,Removed
33919795,157315071,Removed
33919795,157315300,Removed
33919795,157315717,Removed
33919795,321106611,Removed
33920148,157299173,Removed
33920148,157299763,Removed
33920148,157300456,Removed
