familyid,memberid,status
33432272,307632002,Removed
33432272,307632003,Removed
33434825,200165344,Removed
33434825,200165346,Removed
33434825,200165347,Removed
33438445,155485007,Removed
33438445,155486071,Removed
33438445,155487197,Removed
33438445,155488104,Removed
33438445,155494620,Removed
33438445,155495522,Removed
33444379,155509766,Removed
33444379,155511501,Removed
33444379,155512387,Removed
33444379,155513245,Removed
33444379,155514703,Removed
33444379,155515899,Removed
33457344,155559914,Removed
33457344,155560311,Removed
33457344,155560838,Removed
33457344,155562343,Removed
33457344,155561374,Removed
33457344,155561856,Removed
33457649,155561877,Removed
33457649,155562761,Removed
33457649,155563228,Removed
33457649,155563640,Removed
33457649,155564109,Removed
33457649,155561340,Removed
33458896,155566600,Removed
33458896,155567057,Removed
33458896,155567488,Removed
33458896,155567926,Removed
33458896,155568246,Removed
33463986,155578292,Removed
33463986,155579203,Removed
33503414,155731718,Removed
33503414,155732878,Removed
33504338,155735715,Removed
33504338,155736310,Removed
33504338,155736828,Removed
33511241,155756944,Removed
33511241,155757737,Removed
33511241,155758224,Removed
33511241,155759298,Removed
33511241,155759825,Removed
33511241,155760462,Removed
33511241,155760969,Removed
33517142,155776971,Removed
33517142,193058188,Removed
33517142,193058407,Removed
33517142,318805710,Removed
33517142,318805712,Removed
33523826,155802587,Removed
33523826,155803060,Removed
33523826,155803296,Removed
33523826,155803517,Removed
33526553,155797207,Removed
33526553,155797491,Removed
33526553,155797702,Removed
33526553,155798001,Removed
33527068,155798879,Removed
33527068,155799470,Removed
33527068,155799904,Removed
33527068,155800373,Removed
33527068,155800729,Removed
33529439,155804485,Removed
33529439,155804733,Removed
33529764,155805783,Removed
33529764,155806024,Removed
33529764,155806403,Removed
33529764,155806692,Removed
33530248,301935951,Removed
33530248,155807590,Removed
33530248,155807938,Removed
33530248,155808180,Removed
33531614,155810367,Removed
33531614,155810707,Removed
33531614,155810959,Removed
33531614,155811289,Removed
33535494,155822630,Removed
33535494,155822871,Removed
33535494,155823146,Removed
33535494,155823392,Removed
33535838,155824085,Removed
33535838,155824326,Removed
33535838,155824535,Removed
33535838,155824991,Removed
33536237,155825900,Removed
33536237,155826341,Removed
33536237,155826733,Removed
33536237,155827037,Removed
