familyid,memberid,status,timestamp,original_member
35124738,163539196,Removed,2025-06-24T02:02:54.564553,163539228
35124738,163539228,Removed,2025-06-24T02:03:07.727371,163539196
35124802,162476678,Removed,2025-06-24T02:03:23.236457,306059989
35124802,306059989,Removed,2025-06-24T02:03:37.504850,308720241
35124802,308720241,Removed,2025-06-24T02:03:50.695708,308720246
35124802,308720246,Removed,2025-06-24T02:04:03.729766,308720241
35124909,162617464,Removed,2025-06-24T02:04:16.797318,308454488
35125048,163498346,Removed,2025-06-24T02:07:31.896539,163498476
35125048,163498476,Removed,2025-06-24T02:07:45.949448,304365228
35125048,304365228,Removed,2025-06-24T02:08:00.170237,304365233
35125048,304365233,Removed,2025-06-24T02:08:15.619777,304365228
35142556,162034711,Removed,2025-06-24T02:08:30.050217,162034855
35142556,162034855,Removed,2025-06-24T02:08:43.636750,162035375
35142556,162035375,Removed,2025-06-24T02:08:57.167002,162035572
35142556,162035572,Removed,2025-06-24T02:09:12.414198,162035375
35143870,162038890,Removed,2025-06-24T02:09:48.937054,162038978
35143870,162038978,Removed,2025-06-24T02:10:02.668852,162038890
35145050,162039632,Removed,2025-06-24T02:10:17.476515,162039756
35145050,162039756,Removed,2025-06-24T02:10:31.446424,162039632
35146796,162042645,Removed,2025-06-24T02:10:45.667552,162042866
35146796,162042866,Removed,2025-06-24T02:10:59.725818,162042645
35146915,162043158,Removed,2025-06-24T02:11:12.685245,162043363
35146915,162043363,Removed,2025-06-24T02:11:25.657550,162043477
35146915,162043477,Removed,2025-06-24T02:11:39.377561,162043642
35146915,162043642,Removed,2025-06-24T02:11:52.464275,162043477
35147085,162043937,Removed,2025-06-24T02:12:05.566525,162044044
35147085,162044044,Removed,2025-06-24T02:12:18.201419,162043937
35147161,162044271,Removed,2025-06-24T02:12:33.896930,162044373
35147161,162044373,Removed,2025-06-24T02:12:47.088586,162044271
35147216,162044618,Removed,2025-06-24T02:13:00.330632,162044704
35147216,162044704,Removed,2025-06-24T02:13:13.181159,162044618
35147306,162044890,Removed,2025-06-24T02:13:26.849577,162044974
35147306,162044974,Removed,2025-06-24T02:13:40.542862,162044890
35147365,162045202,Removed,2025-06-24T02:13:54.923742,162045286
35147365,162045286,Removed,2025-06-24T02:14:08.404970,162045202
35147431,162045514,Removed,2025-06-24T02:14:23.178331,162045598
35147431,162045598,Removed,2025-06-24T02:14:37.171137,162045514
35147494,162045865,Removed,2025-06-24T02:14:52.076537,162045975
35147494,162045975,Removed,2025-06-24T02:15:06.654933,162045865
35147569,162046207,Removed,2025-06-24T02:15:20.878188,162046352
35147569,162046352,Removed,2025-06-24T02:15:33.644354,162046207
35164780,163540763,Removed,2025-06-24T02:15:47.409369,187167488
35164780,187167488,Removed,2025-06-24T02:16:04.872765,300020664
