familyid,memberid,status
33821424,156948917,Removed
33821424,156937065,Removed
33821541,156937715,Removed
33821541,156946869,Removed
33821541,156947259,Removed
33821541,156947828,Removed
33823954,156947964,Removed
33823954,156947659,Removed
33824230,156948766,Removed
33824230,156949240,Removed
33824230,156949573,Removed
33824230,156949929,Removed
33824238,156950433,Removed
33824238,156949623,Removed
33824238,156951347,Removed
33824238,156951665,Removed
33824238,156950850,Removed
33824238,156949095,Removed
33824263,156949531,Removed
33824263,156948957,Removed
33824683,156951021,Removed
33824683,156950692,Removed
33824862,156951752,Removed
33824862,156952060,Removed
33824862,156952968,Removed
33824862,156952519,Removed
33824928,156953046,Removed
33824928,156952129,Removed
33824928,156952451,Removed
33824928,156951848,Removed
33825153,156954073,Removed
33825153,156954372,Removed
33825153,156954595,Removed
33825153,156954907,Removed
33825153,156955305,Removed
33825153,156955504,Removed
33825153,156955790,Removed
33825153,156956042,Removed
33825172,156952944,Removed
33825172,156953224,Removed
33825172,156953548,Removed
33825172,156953840,Removed
33825381,156953852,Removed
33825381,156954199,Removed
33825381,156954509,Removed
33825710,156955259,Removed
33825710,156955487,Removed
33825710,156955750,Removed
33825710,156956123,Removed
33825735,156956002,Removed
33825735,156955616,Removed
33825735,156955331,Removed
33826034,156956767,Removed
33826034,156957244,Removed
33826070,156956911,Removed
33826070,156956720,Removed
33826219,156957741,Removed
33826219,199810758,Removed
33826480,156958480,Removed
33826480,156958722,Removed
33826480,156959125,Removed
33826480,156959359,Removed
33826618,156959541,Removed
33826618,156959849,Removed
33826618,156959027,Removed
33826618,156959225,Removed
33826651,156959793,Removed
33826651,156959479,Removed
33826651,156959221,Removed
33826651,156960052,Removed
