familyid,memberid,status,timestamp,original_member
36056999,164619221,Removed,2025-06-24T05:50:44.425221,164619290
36056999,164619290,Removed,2025-06-24T05:50:48.173798,164619318
36056999,164619318,Removed,2025-06-24T05:50:52.169132,164619348
36056999,164619348,Removed,2025-06-24T05:50:55.509371,164619318
36057010,164619104,Removed,2025-06-24T05:50:58.810120,164619150
36057010,164619150,Removed,2025-06-24T05:51:02.089585,164619104
36057050,164619396,Removed,2025-06-24T05:51:05.654653,164619435
36057050,164619435,Removed,2025-06-24T05:51:10.014456,164619396
36140366,164768614,Removed,2025-06-24T05:51:14.809639,164768699
36140366,164768699,Removed,2025-06-24T05:51:18.470627,164768734
36140366,164768734,Removed,2025-06-24T05:51:22.791381,164768771
36140366,164768771,Removed,2025-06-24T05:51:26.363767,164768734
36140446,164769055,Removed,2025-06-24T05:51:29.494750,164769090
36140446,164769090,Removed,2025-06-24T05:51:32.842425,164769055
36140604,164769416,Removed,2025-06-24T05:51:37.223988,164769430
36140604,164769430,Removed,2025-06-24T05:51:42.575375,164769448
36140604,164769448,Removed,2025-06-24T05:51:46.241561,164769469
36140604,164769469,Removed,2025-06-24T05:51:49.374417,164769448
36143757,164780305,Removed,2025-06-24T05:51:52.591723,164780343
36143757,164780343,Removed,2025-06-24T05:51:55.827138,164780403
36143757,164780403,Removed,2025-06-24T05:51:59.219204,164780454
36143757,164780454,Removed,2025-06-24T05:52:03.642512,164780496
36143757,164780496,Removed,2025-06-24T05:52:08.374356,164780539
36143757,164780539,Removed,2025-06-24T05:52:13.123369,164780576
36143757,164780576,Removed,2025-06-24T05:52:16.492171,164780613
36143757,164780613,Removed,2025-06-24T05:52:22.867300,164780660
36143757,164780660,Removed,2025-06-24T05:52:27.473683,164780693
36143757,164780693,Removed,2025-06-24T05:52:31.253856,164780762
36143757,164780762,Removed,2025-06-24T05:52:34.404471,164780816
36143757,164780816,Removed,2025-06-24T05:52:37.823845,164780844
36143757,164780844,Removed,2025-06-24T05:52:41.118110,164780881
36143757,164780881,Removed,2025-06-24T05:52:44.337978,164780844
36143966,164781003,Removed,2025-06-24T05:52:48.373464,164781284
36143966,164781284,Removed,2025-06-24T05:52:52.000997,164781317
36143966,164781317,Removed,2025-06-24T05:52:54.977855,164781350
36143966,164781350,Removed,2025-06-24T05:52:58.308365,164781379
36143966,164781379,Removed,2025-06-24T05:53:01.895806,164781413
36143966,164781413,Removed,2025-06-24T05:53:05.605556,164781440
36143966,164781440,Removed,2025-06-24T05:53:08.691139,164781489
36143966,164781489,Removed,2025-06-24T05:53:12.064388,164781523
36143966,164781523,Removed,2025-06-24T05:53:15.338727,164781489
36144187,164781986,Removed,2025-06-24T05:53:18.876449,164782012
36144187,164782012,Removed,2025-06-24T05:53:22.417580,164782044
36144187,164782044,Removed,2025-06-24T05:53:26.288586,164782066
36144187,164782066,Removed,2025-06-24T05:53:29.999376,164782110
36144187,164782110,Removed,2025-06-24T05:53:33.408615,164782140
36144187,164782140,Removed,2025-06-24T05:53:37.868775,164782110
36144683,164782607,Removed,2025-06-24T05:53:41.409112,164782624
36144683,164782624,Removed,2025-06-24T05:53:44.825308,164782650
36144683,164782650,Removed,2025-06-24T05:53:48.240056,164782684
36144683,164782684,Removed,2025-06-24T05:53:51.839658,164782650
36145173,164783715,Removed,2025-06-24T05:53:55.239631,164783757
36145173,164783757,Removed,2025-06-24T05:53:58.732691,164784521
36145173,164784521,Removed,2025-06-24T05:54:03.020380,164783757
36145584,164784728,Removed,2025-06-24T05:54:06.885857,164784758
36145584,164784758,Removed,2025-06-24T05:54:10.407538,164784793
36145584,164784793,Removed,2025-06-24T05:54:13.921765,164784821
36145584,164784821,Removed,2025-06-24T05:54:17.604221,164784851
36145584,164784851,Removed,2025-06-24T05:54:22.939884,164784880
36145584,164784880,Removed,2025-06-24T05:54:26.950067,164784923
36145584,164784923,Removed,2025-06-24T05:54:31.821190,164784982
36145584,164784982,Removed,2025-06-24T05:54:37.085766,164784923
36145724,164785079,Removed,2025-06-24T05:54:40.456905,164785124
36145724,164785124,Removed,2025-06-24T05:54:44.054925,164785161
36145724,164785161,Removed,2025-06-24T05:54:48.387630,164785181
36145724,164785181,Removed,2025-06-24T05:54:52.207299,164785211
36145724,164785211,Removed,2025-06-24T05:54:56.220663,164785255
36145724,164785255,Removed,2025-06-24T05:54:59.839082,164785332
36145724,164785332,Removed,2025-06-24T05:55:03.378668,164785255
36151695,164803853,Removed,2025-06-24T05:55:06.887772,164803872
36151695,164803872,Removed,2025-06-24T05:55:09.869925,164803889
36151695,164803889,Removed,2025-06-24T05:55:12.979465,164803872
36151737,164803921,Removed,2025-06-24T05:55:16.486165,164803944
36151737,164803944,Removed,2025-06-24T05:55:20.403471,164803921
36151776,164804056,Removed,2025-06-24T05:55:24.548892,164804087
36151776,164804087,Removed,2025-06-24T05:55:28.113199,164804118
36151776,164804118,Removed,2025-06-24T05:55:31.631034,164804233
36151776,164804233,Removed,2025-06-24T05:55:35.204202,164804270
36151776,164804270,Removed,2025-06-24T05:55:38.586411,164804294
36151776,164804294,Removed,2025-06-24T05:55:42.054393,164804317
36151776,164804317,Removed,2025-06-24T05:55:45.513920,164804294
36151875,164804412,Removed,2025-06-24T05:55:49.091412,164804431
36151875,164804431,Removed,2025-06-24T05:55:53.903462,164804412
36155346,164813836,Removed,2025-06-24T05:55:58.726078,164813850
36155346,164813850,Removed,2025-06-24T05:56:02.577503,164813875
36155346,164813875,Removed,2025-06-24T05:56:06.469661,164813850
36155357,164813727,Removed,2025-06-24T05:56:10.256734,164813739
36155357,164813739,Removed,2025-06-24T05:56:13.903936,164813763
36155357,164813763,Removed,2025-06-24T05:56:19.807910,164813787
36155357,164813787,Removed,2025-06-24T05:56:25.042326,164813806
36155357,164813806,Removed,2025-06-24T05:56:30.170253,164813787
36155380,164813604,Removed,2025-06-24T05:56:34.693767,164813622
36155380,164813622,Removed,2025-06-24T05:56:38.925120,164813604
36155386,164813404,Removed,2025-06-24T05:56:42.985312,164813423
36155386,164813423,Removed,2025-06-24T05:56:47.118123,164813404
36155391,164813382,Removed,2025-06-24T05:56:51.403278,164813391
36155391,164813391,Removed,2025-06-24T05:56:56.191712,164813382
36155403,164813326,Removed,2025-06-24T05:57:00.408870,164813345
36155403,164813345,Removed,2025-06-24T05:57:04.227305,164813367
36155403,164813367,Removed,2025-06-24T05:57:07.845256,164813345
36155409,164813282,Removed,2025-06-24T05:57:11.237945,164813302
36155409,164813302,Removed,2025-06-24T05:57:14.870270,164813282
36155607,164827052,Removed,2025-06-24T05:57:22.081245,164827093
36155607,164827093,Removed,2025-06-24T05:57:26.499740,164827135
