familyid,memberid,status,timestamp,original_member
36040704,164600929,Removed,2025-06-24T05:41:22.142297,164600952
36040704,164600952,Removed,2025-06-24T05:41:26.933473,164600967
36040704,164600967,Removed,2025-06-24T05:41:31.091387,164600984
36040704,164600984,Removed,2025-06-24T05:41:34.773824,164600998
36040704,164600998,Removed,2025-06-24T05:41:38.338661,164601009
36040704,164601009,Removed,2025-06-24T05:41:41.764853,164600998
36040896,164601064,Removed,2025-06-24T05:41:44.874383,164601074
36040896,164601074,Removed,2025-06-24T05:41:50.511217,164601085
36040896,164601085,Removed,2025-06-24T05:41:57.162840,164601100
36040896,164601100,Removed,2025-06-24T05:42:01.655562,164601085
36044987,164598539,Removed,2025-06-24T05:42:05.073110,164598562
36044987,164598562,Removed,2025-06-24T05:42:10.649962,164598539
36045364,164599849,Removed,2025-06-24T05:42:14.707902,164599895
36045364,164599895,Removed,2025-06-24T05:42:18.310542,164599849
36045722,164601135,Removed,2025-06-24T05:42:22.640972,164601146
36045722,164601146,Removed,2025-06-24T05:42:26.392292,164601158
36045722,164601158,Removed,2025-06-24T05:42:29.545125,164601173
36045722,164601173,Removed,2025-06-24T05:42:33.905406,164601184
36045722,164601184,Removed,2025-06-24T05:42:37.985770,164601173
36045772,164601274,Removed,2025-06-24T05:42:42.537084,164601288
36045772,164601288,Removed,2025-06-24T05:42:46.139423,164601274
36045831,164601338,Removed,2025-06-24T05:42:49.289280,164601347
36045831,164601347,Removed,2025-06-24T05:42:53.001529,164601338
36045861,164601374,Removed,2025-06-24T05:42:57.238060,164601388
36045861,164601388,Removed,2025-06-24T05:43:00.850101,164601403
36045861,164601403,Removed,2025-06-24T05:43:03.828997,164601388
36045877,164601428,Removed,2025-06-24T05:43:07.488346,164601436
36045877,164601436,Removed,2025-06-24T05:43:11.119292,164601428
36045976,164601747,Removed,2025-06-24T05:43:15.557236,164601751
36045976,164601751,Removed,2025-06-24T05:43:18.339192,164601760
36045976,164601760,Removed,2025-06-24T05:43:21.452509,164601802
36045976,164601802,Removed,2025-06-24T05:43:24.840427,164601760
36046003,164601842,Removed,2025-06-24T05:43:28.187108,164601847
36046003,164601847,Removed,2025-06-24T05:43:31.986552,164601859
36046003,164601859,Removed,2025-06-24T05:43:36.267798,164601847
36046022,164601946,Removed,2025-06-24T05:43:41.406591,164601971
36046022,164601971,Removed,2025-06-24T05:43:44.289087,319945069
36046022,319945069,Removed,2025-06-24T05:43:53.059093,164601971
36046071,164602043,Removed,2025-06-24T05:43:57.573055,164602051
36046071,164602051,Removed,2025-06-24T05:44:00.693509,164602043
36046102,164602140,Removed,2025-06-24T05:44:05.743379,164602145
36046102,164602145,Removed,2025-06-24T05:44:09.219250,164602154
36046102,164602154,Removed,2025-06-24T05:44:13.081705,164602162
36046102,164602162,Removed,2025-06-24T05:44:16.519798,164602154
36046145,164602318,Removed,2025-06-24T05:44:20.004129,164602324
36046145,164602324,Removed,2025-06-24T05:44:23.069069,164602318
36046148,164602334,Removed,2025-06-24T05:44:26.062967,164602340
36046148,164602340,Removed,2025-06-24T05:44:29.225906,164602345
36046148,164602345,Removed,2025-06-24T05:44:32.547332,164602340
36046150,164602361,Removed,2025-06-24T05:44:36.683075,164602368
36046150,164602368,Removed,2025-06-24T05:44:40.129312,164602374
36046150,164602374,Removed,2025-06-24T05:44:43.572084,164602389
36046150,164602389,Removed,2025-06-24T05:44:46.770360,164602374
36046157,164602415,Removed,2025-06-24T05:44:50.556915,164602424
36046157,164602424,Removed,2025-06-24T05:44:53.904700,164602415
36047878,164608613,Removed,2025-06-24T05:44:57.985218,164608637
36047878,164608637,Removed,2025-06-24T05:45:01.141430,164608689
36047878,164608689,Removed,2025-06-24T05:45:04.318516,164608637
36047971,164608835,Removed,2025-06-24T05:45:07.638369,164608915
36047971,164608915,Removed,2025-06-24T05:45:11.409119,164608971
36047971,164608971,Removed,2025-06-24T05:45:15.863529,164609071
36047971,164609071,Removed,2025-06-24T05:45:19.567471,164609108
36047971,164609108,Removed,2025-06-24T05:45:22.787067,164609071
36048108,164609285,Removed,2025-06-24T05:45:26.980193,164609312
36048108,164609312,Removed,2025-06-24T05:45:31.205158,164609354
36048108,164609354,Removed,2025-06-24T05:45:34.520680,164609312
36048164,164609424,Removed,2025-06-24T05:45:38.793188,164609469
36048164,164609469,Removed,2025-06-24T05:45:42.018792,164609582
36048164,164609582,Removed,2025-06-24T05:45:44.952730,164610766
36048164,164610766,Removed,2025-06-24T05:45:48.481737,164609582
36049388,164610837,Removed,2025-06-24T05:45:52.215319,164610866
36049388,164610866,Removed,2025-06-24T05:45:56.155778,164610837
36049561,164612714,Removed,2025-06-24T05:45:59.254855,164612808
36049561,164612808,Removed,2025-06-24T05:46:02.135017,164613030
36049561,164613030,Removed,2025-06-24T05:46:05.762772,164613631
36049561,164613631,Removed,2025-06-24T05:46:08.870851,164613874
36049561,164613874,Removed,2025-06-24T05:46:11.918261,164613952
36049561,164613952,Removed,2025-06-24T05:46:15.208073,164613874
36052660,164614168,Removed,2025-06-24T05:46:18.782595,164614271
36052660,164614271,Removed,2025-06-24T05:46:22.241219,164614379
36052660,164614379,Removed,2025-06-24T05:46:25.437105,164614271
36053397,164614975,Removed,2025-06-24T05:46:29.637092,164615158
36053397,164615158,Removed,2025-06-24T05:46:33.551043,164615265
36053397,164615265,Removed,2025-06-24T05:46:36.934037,164615308
36053397,164615308,Removed,2025-06-24T05:46:39.952341,164615265
36053651,168284017,Removed,2025-06-24T05:46:43.302085,168284306
36053651,168284306,Removed,2025-06-24T05:46:46.711719,305704617
36053651,305704617,Removed,2025-06-24T05:46:50.702279,305704619
36053651,305704619,Removed,2025-06-24T05:46:53.911676,305704617
36054093,164615423,Removed,2025-06-24T05:46:57.117535,164615464
36054093,164615464,Removed,2025-06-24T05:47:00.055045,164615423
36054212,164615601,Removed,2025-06-24T05:47:04.235373,164615634
36054212,164615634,Removed,2025-06-24T05:47:07.626131,164615663
36054212,164615663,Removed,2025-06-24T05:47:12.003031,164615705
36054212,164615705,Removed,2025-06-24T05:47:15.903573,164615663
36054398,164615825,Removed,2025-06-24T05:47:20.324782,164615883
36054398,164615883,Removed,2025-06-24T05:47:24.848713,164615946
36054398,164615946,Removed,2025-06-24T05:47:28.231068,164616086
36054398,164616086,Removed,2025-06-24T05:47:30.815909,164616138
36054398,164616138,Removed,2025-06-24T05:47:34.230595,164616086
36054790,164616293,Removed,2025-06-24T05:47:37.597688,164616328
36054790,164616328,Removed,2025-06-24T05:47:40.354900,164616655
36054790,164616655,Removed,2025-06-24T05:47:45.365353,164616841
36054790,164616841,Removed,2025-06-24T05:47:48.477207,164616655
36055626,164617397,Removed,2025-06-24T05:47:51.840970,164617583
