familyid,memberid,status,timestamp,original_member
34655222,301134218,Removed,2025-06-24T01:09:41.324873,301134599
34655222,301134831,Removed,2025-06-24T01:10:20.010307,301134833
34655575,160233766,Removed,2025-06-24T01:25:45.710560,160233523
34655786,160234178,Removed,2025-06-24T01:25:59.254641,160234368
34655786,160234368,Removed,2025-06-24T01:26:14.024651,160234178
34656172,160235644,Removed,2025-06-24T01:26:29.476604,160235844
34656172,160235844,Removed,2025-06-24T01:26:43.531471,160235644
34656351,160236324,Removed,2025-06-24T01:26:56.886428,160236489
34656351,160236489,Removed,2025-06-24T01:27:10.457039,160236324
34656356,160236394,Removed,2025-06-24T01:27:23.778653,160236716
34656356,160236716,Removed,2025-06-24T01:27:38.402589,160236394
34656402,160236787,Removed,2025-06-24T01:27:54.058559,160236992
34656402,160236992,Removed,2025-06-24T01:28:08.088041,160237193
34656402,160237193,Removed,2025-06-24T01:28:23.250676,160237418
34656402,160237418,Removed,2025-06-24T01:28:37.768190,160236533
34656402,160236533,Removed,2025-06-24T01:28:53.876357,160237418
34656867,160238683,Removed,2025-06-24T01:29:09.911608,160239377
34656867,160239377,Removed,2025-06-24T01:29:22.702756,160238683
34658012,160244201,Removed,2025-06-24T01:29:37.677936,160244435
34658012,160244435,Removed,2025-06-24T01:29:51.991597,160244735
34658012,160244735,Removed,2025-06-24T01:30:06.119451,160245045
34658012,160245045,Removed,2025-06-24T01:30:20.595572,160244735
34804777,160823932,Removed,2025-06-24T01:30:37.251380,160824199
34804777,160824199,Removed,2025-06-24T01:30:51.169481,160824288
34804777,160824288,Removed,2025-06-24T01:31:05.929727,160824411
34804777,160824411,Removed,2025-06-24T01:31:19.084094,160824563
34804777,160824563,Removed,2025-06-24T01:31:32.913944,160824411
34805501,160826849,Removed,2025-06-24T01:31:47.704421,160826954
34805501,160826954,Removed,2025-06-24T01:32:01.835636,160826849
34805602,160827202,Removed,2025-06-24T01:32:16.745133,160827340
34805602,160827340,Removed,2025-06-24T01:32:31.175336,160827473
34805602,160827473,Removed,2025-06-24T01:32:44.532864,160827637
34805602,160827637,Removed,2025-06-24T01:32:58.490054,160827473
34805773,160827832,Removed,2025-06-24T01:33:12.677982,160827962
34805773,160827962,Removed,2025-06-24T01:33:26.606982,160827832
34805851,160828183,Removed,2025-06-24T01:33:40.547781,160828270
34805851,160828270,Removed,2025-06-24T01:33:55.790109,160828183
34805917,160828480,Removed,2025-06-24T01:34:10.467843,160828587
34805917,160828587,Removed,2025-06-24T01:34:25.212803,160828684
34805917,160828684,Removed,2025-06-24T01:34:41.037207,160828767
34805917,160828767,Removed,2025-06-24T01:34:55.452738,160828684
34806035,160828953,Removed,2025-06-24T01:35:09.417161,160829034
34806035,160829034,Removed,2025-06-24T01:35:22.990840,160829128
34806035,160829128,Removed,2025-06-24T01:35:36.162659,160829034
34806118,160829303,Removed,2025-06-24T01:35:50.401369,160829397
34806118,160829397,Removed,2025-06-24T01:36:04.641270,160829303
34806267,160829822,Removed,2025-06-24T01:36:18.841826,160829881
