familyid,memberid,status,timestamp,original_member
36408416,165852806,Removed,2025-07-05T23:49:04.170705,165853174
36408416,165853174,Removed,2025-07-05T23:49:11.271257,165852806
36409535,165860404,Removed,2025-07-05T23:49:15.738220,165860582
36409535,165860582,Removed,2025-07-05T23:49:23.194404,165860749
36409535,165860749,Removed,2025-07-05T23:49:29.632051,165860888
36409535,165860888,Removed,2025-07-05T23:49:34.123593,165861013
36409535,165861013,Removed,2025-07-05T23:49:42.397002,165861169
36409535,165861169,Removed,2025-07-05T23:49:57.919361,165861013
36410637,165861243,Removed,2025-07-05T23:50:10.820454,165860999
36410637,165860999,Removed,2025-07-05T23:50:17.573660,165860172
36410637,165860172,Removed,2025-07-05T23:50:25.539221,312366900
36410637,312366900,Removed,2025-07-05T23:50:37.554750,165860172
36416438,165886325,Removed,2025-07-05T23:50:47.793096,165886378
36416438,165886378,Removed,2025-07-05T23:50:56.967253,165886443
36416438,165886443,Removed,2025-07-05T23:51:14.274223,311840120
36416438,311840120,Removed,2025-07-05T23:51:25.117284,322657974
36416438,322657974,Removed,2025-07-05T23:51:39.079270,311840120
36424973,165933643,Removed,2025-07-05T23:51:56.168880,165933716
36424973,165933716,Removed,2025-07-05T23:52:10.973682,165933643
36425818,165938443,Removed,2025-07-05T23:52:25.178357,165938505
36425818,165938505,Removed,2025-07-05T23:52:42.268980,165938443
36426614,165943717,Removed,2025-07-05T23:52:52.310327,165943893
36426614,165943893,Removed,2025-07-05T23:53:04.903447,165944101
36426614,165944101,Removed,2025-07-05T23:53:16.962507,165943893
36432060,165968506,Removed,2025-07-05T23:53:28.083043,165969517
36432060,165969517,Removed,2025-07-05T23:53:38.357796,165969795
36432060,165969795,Removed,2025-07-05T23:53:45.080907,165970030
36432060,165970030,Removed,2025-07-05T23:53:51.746651,165970300
36432060,165970300,Removed,2025-07-05T23:53:57.897494,165970558
36432060,165970558,Removed,2025-07-05T23:54:06.306922,165970300
36433128,166038426,Removed,2025-07-05T23:55:04.111392,166038496
36433128,166038496,Removed,2025-07-05T23:55:15.875260,166038426
36434914,165982800,Removed,2025-07-05T23:55:49.965503,165983108
36434914,165983108,Removed,2025-07-05T23:56:06.805844,165983422
36434914,165983422,Removed,2025-07-05T23:56:22.882092,165983704
36434914,165983704,Removed,2025-07-05T23:56:37.316571,165983422
36436743,165991281,Removed,2025-07-05T23:56:46.169983,165991340
36436743,165991340,Removed,2025-07-05T23:56:56.699067,165991395
36436743,165991395,Removed,2025-07-05T23:57:09.619303,165991434
36436743,165991434,Removed,2025-07-05T23:57:16.342020,165991480
36436743,165991480,Removed,2025-07-05T23:57:24.823857,165991434
36442225,166022089,Removed,2025-07-05T23:57:35.888436,166023150
36442225,166023150,Removed,2025-07-05T23:57:43.565192,166023601
36442225,166023601,Removed,2025-07-05T23:57:52.143668,166023861
36442225,166023861,Removed,2025-07-05T23:57:55.661150,166024950
36442225,166024950,Removed,2025-07-05T23:58:05.533268,166023861
36443942,166030311,Removed,2025-07-05T23:58:10.908237,300352257
36443942,300352257,Removed,2025-07-05T23:58:20.233823,166030311
36453286,166077588,Removed,2025-07-05T23:58:28.192488,166077830
36453286,166077830,Removed,2025-07-05T23:58:39.877668,321075644
36453286,321075644,Removed,2025-07-05T23:58:45.726963,319134480
36453286,319134480,Removed,2025-07-05T23:58:55.224479,321075644
36461588,166114938,Removed,2025-07-05T23:59:06.487355,167190422
36461588,167190422,Removed,2025-07-05T23:59:14.890490,167190908
36461588,167190908,Removed,2025-07-05T23:59:20.673853,167191191
36461588,167191191,Removed,2025-07-05T23:59:31.490423,167190908
36463691,166124838,Removed,2025-07-05T23:59:39.739775,166125193
36463691,166125193,Removed,2025-07-05T23:59:53.428624,166125858
36463691,166125858,Removed,2025-07-05T23:59:59.873298,166126170
36463691,166126170,Removed,2025-07-06T00:00:15.806702,166126409
36463691,166126409,Removed,2025-07-06T00:00:34.008541,166126564
36463691,166126564,Removed,2025-07-06T00:00:43.405789,166126700
36463691,166126700,Removed,2025-07-06T00:00:50.022023,166126564
36465104,166130621,Removed,2025-07-06T00:01:02.331973,166130790
36465104,166130790,Removed,2025-07-06T00:01:14.297551,166131000
36465104,166131000,Removed,2025-07-06T00:01:20.854949,166131085
36465104,166131085,Removed,2025-07-06T00:01:29.434284,319084504
36465104,319084504,Removed,2025-07-06T00:01:36.269520,166131085
36475039,166179443,Removed,2025-07-06T00:01:44.171709,166179486
36475039,166179486,Removed,2025-07-06T00:01:49.580298,166179528
36475039,166179528,Removed,2025-07-06T00:02:03.419281,166179486
36476023,166184394,Removed,2025-07-06T00:02:15.095635,166184453
36476023,166184453,Removed,2025-07-06T00:02:27.931951,312065755
36476023,312065755,Removed,2025-07-06T00:02:38.653465,312065757
36476023,312065757,Removed,2025-07-06T00:02:50.871019,312065760
36476023,312065760,Removed,2025-07-06T00:03:02.958064,312065757
36479346,166205753,Removed,2025-07-06T00:03:16.494243,166205924
36479346,166205924,Removed,2025-07-06T00:03:29.267807,172804402
36479346,172804402,Removed,2025-07-06T00:03:39.252498,166205924
36479692,166202921,Removed,2025-07-06T00:03:52.257031,166203505
36479692,166203505,Removed,2025-07-06T00:03:58.351622,166203849
36479692,166203849,Removed,2025-07-06T00:04:06.800616,166204092
36479692,166204092,Removed,2025-07-06T00:04:17.383243,166203849
36485055,166223132,Removed,2025-07-06T00:04:27.952082,166223166
36485055,166223166,Removed,2025-07-06T00:04:42.366430,166223187
36485055,166223187,Removed,2025-07-06T00:04:54.001179,166223243
36485055,166223243,Removed,2025-07-06T00:05:11.367917,166223187
36485342,166223436,Removed,2025-07-06T00:05:26.895562,166223521
36485342,166223521,Removed,2025-07-06T00:05:37.565604,166223603
36485342,166223603,Removed,2025-07-06T00:05:53.265328,166223712
36485342,166223712,Removed,2025-07-06T00:06:07.289107,166223801
36485342,166223801,Removed,2025-07-06T00:06:14.899745,166223712
36485773,166224678,Removed,2025-07-06T00:06:27.925510,166224853
36485773,166224853,Removed,2025-07-06T00:06:33.333410,166225066
36485773,166225066,Removed,2025-07-06T00:06:41.380027,166225294
36485773,166225294,Removed,2025-07-06T00:06:50.498815,166225429
36485773,166225429,Removed,2025-07-06T00:07:02.008663,166225294
36486666,166226006,Removed,2025-07-06T00:07:09.023620,166226855
36486666,166226855,Removed,2025-07-06T00:07:16.170837,200251476
36486666,200251476,Removed,2025-07-06T00:07:22.196849,200251477
36486666,200251477,Removed,2025-07-06T00:07:29.613177,193022392
36486666,193022392,Removed,2025-07-06T00:07:36.747832,315306638
36486666,315306638,Removed,2025-07-06T00:07:48.317482,193022392
36488594,166228728,Removed,2025-07-06T00:07:53.644934,166229020
36488594,166229020,Removed,2025-07-06T00:08:00.762975,315938770
36488594,315938770,Removed,2025-07-06T00:08:08.412851,166229020
36489999,166229993,Removed,2025-07-06T00:08:16.325133,166235055
36489999,166235055,Removed,2025-07-06T00:08:29.490357,166233558
36489999,166234091,Removed,2025-07-06T00:08:56.237471,319353501
36489999,319353501,Removed,2025-07-06T00:09:05.704900,166234091
36493932,166236327,Removed,2025-07-06T00:09:12.572044,166236948
36493932,166236948,Removed,2025-07-06T00:09:18.064663,166237089
36493932,166237089,Removed,2025-07-06T00:09:25.091651,172806723
36493932,172806723,Removed,2025-07-06T00:09:32.752919,166237089
36527559,166277024,Removed,2025-07-06T00:09:39.204523,166277231
36527559,166277231,Removed,2025-07-06T00:09:45.430593,166277024
36527907,166277435,Removed,2025-07-06T00:09:53.260911,166277930
36527907,166277930,Removed,2025-07-06T00:10:00.759832,166277435
36528165,166278681,Removed,2025-07-06T00:10:08.661572,166357114
36528165,166357114,Removed,2025-07-06T00:10:17.696482,166357436
36528165,166357436,Removed,2025-07-06T00:10:29.352933,166357586
36528165,166357586,Removed,2025-07-06T00:10:35.529187,166357436
36529289,166282726,Removed,2025-07-06T00:10:45.614710,166282988
36529289,166282988,Removed,2025-07-06T00:11:01.591714,166283229
36529289,166283229,Removed,2025-07-06T00:11:09.418410,166283422
36529289,166283422,Removed,2025-07-06T00:11:12.809808,166283623
36529289,166283623,Removed,2025-07-06T00:11:18.048864,166283868
36529289,166283868,Removed,2025-07-06T00:11:23.953305,180995088
36529289,180995088,Removed,2025-07-06T00:11:33.144287,166283868
36536761,166314518,Removed,2025-07-06T00:11:38.125564,198818214
36536761,198818214,Removed,2025-07-06T00:11:43.841708,166314518
36541450,166990180,Removed,2025-07-06T00:16:58.432310,166990430
36545981,312237878,Removed,2025-07-06T00:33:31.213898,306173756
36546024,166364910,Removed,2025-07-06T00:38:53.141771,166364038
36547017,166368742,Removed,2025-07-06T00:44:11.646862,166368838
36547017,166368838,Removed,2025-07-06T00:44:22.542827,166368970
36547017,166368970,Removed,2025-07-06T00:44:29.320801,166368838
36548734,166377023,Removed,2025-07-06T00:44:38.965128,166377360
36548734,166377360,Removed,2025-07-06T00:44:47.448586,166377546
36548734,166377546,Removed,2025-07-06T00:44:57.028365,166377736
36548734,166377736,Removed,2025-07-06T00:45:04.331285,166377546
36575593,166505979,Removed,2025-07-06T00:45:13.744772,166506352
36575593,166506352,Removed,2025-07-06T00:45:21.387627,166506588
36575593,166506588,Removed,2025-07-06T00:45:25.765589,166506352
36585434,166550136,Removed,2025-07-06T00:47:12.380692,166550450
36585434,166550450,Removed,2025-07-06T00:47:17.717629,166550867
36585434,166550867,Removed,2025-07-06T00:47:22.926582,166551041
36585434,166551041,Removed,2025-07-06T00:47:30.789280,166551493
36585434,166551493,Removed,2025-07-06T00:47:36.110755,166552028
36585434,166552028,Removed,2025-07-06T00:47:41.774284,166552335
36585434,166552335,Removed,2025-07-06T00:47:46.312756,166552028
36588065,166563212,Removed,2025-07-06T00:47:59.710281,166563420
36588065,166563420,Removed,2025-07-06T00:48:06.358322,166563740
36588065,166563740,Removed,2025-07-06T00:48:11.245246,166564046
36588065,166564046,Removed,2025-07-06T00:48:20.630668,166564648
36588065,166564648,Removed,2025-07-06T00:48:26.611210,166564046
36588377,166564671,Removed,2025-07-06T00:48:33.827665,166564851
36588377,166564851,Removed,2025-07-06T00:48:43.558414,166564974
36588377,166564974,Removed,2025-07-06T00:49:14.061589,166565213
36588377,166565213,Removed,2025-07-06T00:49:54.127516,166565324
36588377,166565324,Removed,2025-07-06T00:50:03.421412,166565453
36588377,166565453,Removed,2025-07-06T00:50:08.917393,166564466
36588377,166564466,Removed,2025-07-06T00:50:13.319556,166565453
36588827,166566618,Removed,2025-07-06T00:50:18.461863,166566720
36588827,166566720,Removed,2025-07-06T00:50:23.588297,166567147
36588827,166567147,Removed,2025-07-06T00:50:31.844050,166567379
36588827,166567379,Removed,2025-07-06T00:50:40.303614,166567499
36588827,166567499,Removed,2025-07-06T00:50:46.811983,166567621
36588827,166567621,Removed,2025-07-06T00:50:53.339987,166567499
36589307,166568637,Removed,2025-07-06T00:51:05.856624,166568802
36589307,166568802,Removed,2025-07-06T00:51:13.556613,166568637
36589492,166569727,Removed,2025-07-06T00:51:20.241464,166570088
36589492,166570088,Removed,2025-07-06T00:51:28.288796,166570716
36589492,166570716,Removed,2025-07-06T00:51:33.805466,166570964
36589492,166570964,Removed,2025-07-06T00:51:42.038004,166571143
36589492,166571143,Removed,2025-07-06T00:51:46.958966,166570369
36589492,166570369,Removed,2025-07-06T00:51:52.342387,166571143
36589603,166570373,Removed,2025-07-06T00:51:57.537189,166570221
36589603,166570221,Removed,2025-07-06T00:52:03.092389,166569942
36589603,166569942,Removed,2025-07-06T00:52:10.270232,166570075
36589603,166570075,Removed,2025-07-06T00:52:18.664582,166569942
36589854,166571169,Removed,2025-07-06T00:52:25.390797,166571285
36589854,166571285,Removed,2025-07-06T00:52:36.866189,166571407
36589854,166571407,Removed,2025-07-06T00:52:44.718436,166571536
36589854,166571536,Removed,2025-07-06T00:52:52.280993,166571407
36590071,166572129,Removed,2025-07-06T00:53:00.705501,166572238
36590071,166572238,Removed,2025-07-06T00:53:12.103660,166572348
36590071,166572348,Removed,2025-07-06T00:53:19.250501,166572238
36590281,166573206,Removed,2025-07-06T00:53:24.800632,166573312
36590281,166573312,Removed,2025-07-06T00:53:33.354978,166573814
36590281,166573814,Removed,2025-07-06T00:53:41.145232,166573961
36590281,166573961,Removed,2025-07-06T00:53:46.494540,166574083
36590281,166574083,Removed,2025-07-06T00:53:53.381603,166573961
36590582,166574793,Removed,2025-07-06T00:54:02.237528,166575292
36590582,166575292,Removed,2025-07-06T00:55:17.323656,166575602
36590582,166575602,Removed,2025-07-06T00:55:27.355523,166575984
36590582,166575984,Removed,2025-07-06T00:55:34.697344,166575602
36590965,166576320,Removed,2025-07-06T00:55:42.912969,166576468
36590965,166576468,Removed,2025-07-06T00:55:47.907402,166576579
36590965,166576579,Removed,2025-07-06T00:55:55.335539,166576692
36590965,166576692,Removed,2025-07-06T00:56:06.084256,166576829
36590965,166576829,Removed,2025-07-06T00:56:15.553944,166576692
36598745,166613939,Removed,2025-07-06T00:56:21.219450,166614174
36598745,166614174,Removed,2025-07-06T00:56:28.849352,166614612
36598745,166614612,Removed,2025-07-06T00:56:35.551204,166615007
36598745,166615007,Removed,2025-07-06T00:57:00.711227,166614612
36599228,166615494,Removed,2025-07-06T00:57:37.724623,166615662
36599228,166615662,Removed,2025-07-06T00:57:44.223431,166615856
36599228,166615856,Removed,2025-07-06T00:57:51.187102,166615980
36599228,166615980,Removed,2025-07-06T00:57:56.482276,166616256
36599228,166616256,Removed,2025-07-06T00:58:05.081759,166616387
36599228,166616387,Removed,2025-07-06T00:58:11.036851,166616256
36599602,166617242,Removed,2025-07-06T00:58:17.842435,166617434
36599602,166617434,Removed,2025-07-06T00:58:21.981210,166617542
36599602,166617542,Removed,2025-07-06T00:58:27.501433,166617699
36599602,166617699,Removed,2025-07-06T00:58:33.912101,166617542
36599862,166618632,Removed,2025-07-06T00:58:40.931853,166619039
36599862,166619039,Removed,2025-07-06T00:58:48.442322,166618632
36600140,166619753,Removed,2025-07-06T00:58:54.388827,166619894
36600140,166619894,Removed,2025-07-06T00:59:00.481750,166620079
36600140,166620079,Removed,2025-07-06T00:59:08.980522,166620263
36600140,166620263,Removed,2025-07-06T00:59:14.250239,166620417
36600140,166620417,Removed,2025-07-06T00:59:20.663998,166620773
36600140,166620773,Removed,2025-07-06T00:59:25.776846,166620934
36600140,166620934,Removed,2025-07-06T00:59:31.807933,166620773
36601026,166623132,Removed,2025-07-06T00:59:38.196876,166623341
36601026,166623341,Removed,2025-07-06T00:59:44.762823,166623504
36601026,166623504,Removed,2025-07-06T00:59:53.747625,166623746
36601026,166623746,Removed,2025-07-06T01:00:04.981542,166623909
36601026,166623909,Removed,2025-07-06T01:00:13.518427,166623746
36601411,166624676,Removed,2025-07-06T01:00:22.689162,166624771
36601411,166624771,Removed,2025-07-06T01:00:29.973671,166624860
36601411,166624860,Removed,2025-07-06T01:00:34.756004,166624952
36601411,166624952,Removed,2025-07-06T01:00:40.187252,166625101
36601411,166625101,Removed,2025-07-06T01:00:44.087949,166625198
36601411,166625198,Removed,2025-07-06T01:00:47.810346,166625101
36601609,166626357,Removed,2025-07-06T01:00:53.275014,166626645
36601609,166626645,Removed,2025-07-06T01:00:57.561516,166626929
36601609,166626929,Removed,2025-07-06T01:01:03.129157,166627156
36601609,166627156,Removed,2025-07-06T01:01:11.478914,166626929
36601996,166627388,Removed,2025-07-06T01:01:16.646577,166627573
36601996,166627573,Removed,2025-07-06T01:01:43.339889,166627856
36601996,166627856,Removed,2025-07-06T01:01:54.095695,166628190
36601996,166628190,Removed,2025-07-06T01:02:28.020044,166627856
36602812,166630504,Removed,2025-07-06T01:02:32.377030,166630673
36602812,166630673,Removed,2025-07-06T01:02:38.858079,166630913
36602812,166630913,Removed,2025-07-06T01:02:47.109517,166631194
36602812,166631194,Removed,2025-07-06T01:02:53.292027,166631456
36602812,166631456,Removed,2025-07-06T01:03:01.801744,166631642
36602812,166631642,Removed,2025-07-06T01:03:08.214803,166631829
36602812,166631829,Removed,2025-07-06T01:03:15.306161,166631642
36603160,166631988,Removed,2025-07-06T01:03:22.171686,166632148
36603160,166632148,Removed,2025-07-06T01:03:26.826593,166632555
36603160,166632555,Removed,2025-07-06T01:03:32.308827,166633105
36603160,166633105,Removed,2025-07-06T01:03:36.919115,166633620
36603160,166633620,Removed,2025-07-06T01:03:44.528748,166631777
36603160,166631777,Removed,2025-07-06T01:04:11.753646,166633620
36603365,166633182,Removed,2025-07-06T01:04:49.241056,166632571
