familyid,memberid,status,timestamp,original_member
36663935,166911768,Removed,2025-07-06T04:07:17.302238,166911953
36663935,166911953,Removed,2025-07-06T04:07:23.050366,166911768
36664209,166912672,Removed,2025-07-06T04:07:34.549400,166912855
36664209,166912855,Removed,2025-07-06T04:07:38.273433,166913016
36664209,166913016,Removed,2025-07-06T04:07:42.749656,166913177
36664209,166913177,Removed,2025-07-06T04:07:48.191719,166913016
36664450,166914065,Removed,2025-07-06T04:08:02.302946,166914265
36664450,166914265,Removed,2025-07-06T04:08:10.906543,166914439
36664450,166914439,Removed,2025-07-06T04:08:14.542686,166914265
36664689,166915318,Removed,2025-07-06T04:08:18.341531,166915748
36664689,166915748,Removed,2025-07-06T04:08:34.637452,166915921
36664689,166915921,Removed,2025-07-06T04:08:40.576913,166916108
36664689,166916108,Removed,2025-07-06T04:08:47.380868,166916226
36664689,166916226,Removed,2025-07-06T04:08:50.374041,166916108
36665082,166917135,Removed,2025-07-06T04:09:05.424392,166917218
36665082,166917218,Removed,2025-07-06T04:09:10.314088,166917331
36665082,166917331,Removed,2025-07-06T04:09:14.205397,166918055
36665082,166918055,Removed,2025-07-06T04:09:21.055329,166918181
36665082,166918181,Removed,2025-07-06T04:09:24.195305,166918055
36665456,166918865,Removed,2025-07-06T04:09:36.981434,166918987
36665456,166918987,Removed,2025-07-06T04:09:40.633021,166919087
36665456,166919087,Removed,2025-07-06T04:09:43.689562,166918987
36665893,166921144,Removed,2025-07-06T04:10:06.468371,166921249
36665893,166921249,Removed,2025-07-06T04:10:12.003846,166921328
36665893,166921328,Removed,2025-07-06T04:10:15.370789,166921413
36665893,166921413,Removed,2025-07-06T04:10:19.413605,166921503
36665893,166921503,Removed,2025-07-06T04:10:23.452746,166921669
36665893,166921669,Removed,2025-07-06T04:10:29.901281,166921503
36666378,166923059,Removed,2025-07-06T04:10:45.538006,166923167
36666378,166923167,Removed,2025-07-06T04:10:51.586277,166923255
36666378,166923255,Removed,2025-07-06T04:10:54.921693,166923357
36666378,166923357,Removed,2025-07-06T04:10:59.596577,166923255
36666552,166924173,Removed,2025-07-06T04:11:13.518473,166924302
36666552,166924302,Removed,2025-07-06T04:11:18.570816,166924454
36666552,166924454,Removed,2025-07-06T04:11:23.827264,166924548
36666552,166924548,Removed,2025-07-06T04:11:28.250620,166924454
36666751,166925390,Removed,2025-07-06T04:11:41.205620,166925566
36666751,166925566,Removed,2025-07-06T04:11:44.735731,166925913
36666751,166925913,Removed,2025-07-06T04:11:51.984003,166925701
36666751,166925701,Removed,2025-07-06T04:11:55.260594,166925913
36666855,166925860,Removed,2025-07-06T04:12:01.123568,166925978
36666855,166925978,Removed,2025-07-06T04:12:04.946448,166926087
36666855,166926087,Removed,2025-07-06T04:12:08.735015,166925607
36666855,166925607,Removed,2025-07-06T04:12:12.834563,166925700
36666855,166925700,Removed,2025-07-06T04:12:15.568644,166925607
36667005,166926871,Removed,2025-07-06T04:12:21.573576,166926992
36667005,166926992,Removed,2025-07-06T04:12:33.596378,166927499
36667005,166927499,Removed,2025-07-06T04:12:36.952015,166927161
36667005,166927161,Removed,2025-07-06T04:12:43.699462,166927309
