familyid,memberid,status,timestamp,original_member
34308378,158807333,Removed,2025-06-23T07:19:43.228909,158807278
34308436,158807492,Removed,2025-06-23T07:19:56.434430,158808236
34308436,158808236,Removed,2025-06-23T07:20:09.625716,158808295
34308436,158808295,Removed,2025-06-23T07:20:23.195221,158808236
34308655,158808400,Removed,2025-06-23T07:20:36.728741,158808446
34308655,158808446,Removed,2025-06-23T07:20:49.669648,158808490
34308655,158808490,Removed,2025-06-23T07:21:04.139816,158808446
34308739,158808846,Removed,2025-06-23T07:21:17.597221,158808892
34308739,158808892,Removed,2025-06-23T07:21:31.956479,158808934
34308739,158808934,Removed,2025-06-23T07:21:45.649828,158808974
34308739,158808974,Removed,2025-06-23T07:21:58.881463,158809018
34308739,158809018,Removed,2025-06-23T07:22:11.997285,158808974
34308795,158809124,Removed,2025-06-23T07:22:25.262172,158809166
34308795,158809166,Removed,2025-06-23T07:22:38.319717,158809124
34308821,158809272,Removed,2025-06-23T07:22:52.428732,158809376
34308821,158809376,Removed,2025-06-23T07:23:05.914659,158809433
34308821,158809433,Removed,2025-06-23T07:23:19.164138,158809487
34308821,158809487,Removed,2025-06-23T07:23:32.465359,158809433
34308881,158809588,Removed,2025-06-23T07:23:46.612698,158809628
34308881,158809628,Removed,2025-06-23T07:23:59.980269,158809676
34308881,158809676,Removed,2025-06-23T07:24:13.330111,158809699
34308881,158809699,Removed,2025-06-23T07:24:27.024115,158809676
34308915,158809775,Removed,2025-06-23T07:24:40.632997,158809808
34308915,158809808,Removed,2025-06-23T07:24:54.211569,158809834
34308915,158809834,Removed,2025-06-23T07:25:07.415216,158809874
34308915,158809874,Removed,2025-06-23T07:25:20.748388,158809898
34308915,158809898,Removed,2025-06-23T07:25:34.293275,158809934
34308915,158809934,Removed,2025-06-23T07:25:48.059261,158809898
34308967,158810049,Removed,2025-06-23T07:26:01.586902,158810078
34308967,158810078,Removed,2025-06-23T07:26:14.484493,158810112
34308967,158810112,Removed,2025-06-23T07:26:28.381967,158810138
34308967,158810138,Removed,2025-06-23T07:26:41.808575,158810159
34308967,158810159,Removed,2025-06-23T07:26:55.743981,158810138
34309009,158810240,Removed,2025-06-23T07:27:09.264494,158810271
34309009,158810271,Removed,2025-06-23T07:27:22.555355,158810301
34309009,158810301,Removed,2025-06-23T07:27:35.565028,158810331
34309009,158810331,Removed,2025-06-23T07:27:49.884800,158810368
34309009,158810368,Removed,2025-06-23T07:28:02.906869,158810331
34309049,158810506,Removed,2025-06-23T07:28:16.309163,158810550
34309049,158810550,Removed,2025-06-23T07:28:30.592379,158810589
34309049,158810589,Removed,2025-06-23T07:28:44.294894,158810645
34309049,158810645,Removed,2025-06-23T07:28:58.441884,158810589
34309250,158811388,Removed,2025-06-23T07:29:12.456859,158811423
34309250,158811423,Removed,2025-06-23T07:29:26.096005,158811388
34309344,158811864,Removed,2025-06-23T07:29:38.829783,158811913
34309344,158811913,Removed,2025-06-23T07:29:52.690076,158811864
34309433,158812216,Removed,2025-06-23T07:30:05.590976,158812254
34309433,158812254,Removed,2025-06-23T07:30:21.449772,158812216
34309486,158812460,Removed,2025-06-23T07:30:34.792051,158812505
34309486,158812505,Removed,2025-06-23T07:30:48.839194,158812460
34309512,158812605,Removed,2025-06-23T07:31:02.768078,158812678
34309512,158812678,Removed,2025-06-23T07:31:16.877564,158812605
34356100,159013027,Removed,2025-06-23T07:31:30.291686,159013088
34356100,159013088,Removed,2025-06-23T07:31:44.023125,159013138
34356100,159013138,Removed,2025-06-23T07:31:58.036551,159013088
34356223,159013470,Removed,2025-06-23T07:32:11.887434,159013522
34356223,159013522,Removed,2025-06-23T07:32:26.121332,159013470
34356291,159013758,Removed,2025-06-23T07:32:40.072414,159013812
34356291,159013812,Removed,2025-06-23T07:32:54.120490,159013758
34356338,159013929,Removed,2025-06-23T07:33:08.777721,159013993
34356338,159013993,Removed,2025-06-23T07:33:22.920132,159013929
34356384,159014105,Removed,2025-06-23T07:33:36.994587,159014129
34356384,159014129,Removed,2025-06-23T07:33:54.818816,159014105
34356946,159016359,Removed,2025-06-23T07:34:08.603764,159016393
34356946,159016393,Removed,2025-06-23T07:34:21.784742,159016359
34356992,159016529,Removed,2025-06-23T07:34:35.742562,159016556
34356992,159016556,Removed,2025-06-23T07:34:48.925003,159016529
34357016,159016642,Removed,2025-06-23T07:35:02.643237,159016675
34357016,159016675,Removed,2025-06-23T07:35:17.479722,159016642
34357062,159016828,Removed,2025-06-23T07:35:30.905725,159016861
34357062,159016861,Removed,2025-06-23T07:35:45.366192,159016828
34357099,159016919,Removed,2025-06-23T07:35:58.827494,159016952
34357099,159016952,Removed,2025-06-23T07:36:13.294919,159016919
34357126,159017026,Removed,2025-06-23T07:36:27.307358,159017052
34357126,159017052,Removed,2025-06-23T07:36:40.430913,159017082
34357126,159017082,Removed,2025-06-23T07:36:53.655788,159017052
34357165,159017237,Removed,2025-06-23T07:37:08.360845,159017294
34357165,159017294,Removed,2025-06-23T07:37:22.347591,159017237
34389468,159143574,Removed,2025-06-23T07:37:36.272855,159144640
34389468,159144640,Removed,2025-06-23T07:37:49.674730,159143574
34593224,159985512,Removed,2025-06-23T07:38:05.204629,159986205
34593224,159986205,Removed,2025-06-23T07:38:20.377336,159986290
34593224,159986290,Removed,2025-06-23T07:38:33.813002,159986372
34593224,159986372,Removed,2025-06-23T07:38:46.848937,159986290
34593448,159986539,Removed,2025-06-23T07:39:00.948425,159986741
34593448,159986741,Removed,2025-06-23T07:39:14.088652,159986539
